基地面積,建築面積,總樓地板面積,建築物高度,建造類別,構造別,地號,樓層用途
92.52,55.5,184.72,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
92.52,55.5,184.72,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
92.52,55.5,184.72,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
92.52,55.5,184.72,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
92.01,53.71,180.33,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
92.01,53.71,180.33,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
92.01,53.71,180.33,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
92.01,53.71,180.33,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
91.13,53.14,181.14,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
91.13,53.14,181.14,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
91.13,53.14,181.14,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
91.13,53.14,181.14,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
93.86,56.3,189.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
93.86,56.3,189.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.86,56.3,189.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.86,56.3,189.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
103.79,61.91,198.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
103.79,61.91,198.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
103.79,61.91,198.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
103.79,61.91,198.4,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
253.76,137.48,282.6,12.15,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
253.76,137.48,282.6,12.15,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
253.76,137.48,282.6,12.15,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
253.76,137.48,282.6,12.15,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
117.18,66.74,133.48,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,B2店舖41.31㎡、停車空間25.43㎡
117.18,66.74,133.48,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
111.25,66.74,133.48,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,B2店舖41.31㎡、停車空間25.43㎡
111.25,66.74,133.48,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
277.25,132.06,264.12,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,B2店舖41.01㎡、停車空間25.43㎡
277.25,132.06,264.12,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
277.25,132.06,264.12,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,B2店舖29.91㎡、停車空間35.71㎡
277.25,132.06,264.12,7.63,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
112.0,60.62,202.26,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
112.0,60.62,202.26,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
112.0,60.62,202.26,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
112.0,60.62,202.26,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
97.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.81,57.48,195.82,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
374.0,186.11,477.25,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(37.28㎡)
374.0,186.11,477.25,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
374.0,186.11,477.25,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
374.0,186.11,477.25,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
374.0,186.11,477.25,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(40.39㎡)
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(40.39㎡)
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(40.39㎡)
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
628.88,245.38,602.18,11.6,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
628.88,245.38,602.18,11.6,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
628.88,245.38,602.18,11.6,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
1963.85,105.12,269.7,10.45,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2農舍
1963.85,105.12,269.7,10.45,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2農舍
1963.85,105.12,269.7,10.45,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2農舍
2684.54,135.56,310.93,10.3,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2684.54,135.56,310.93,10.3,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2684.54,135.56,310.93,10.3,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2農舍
2444.0,166.67,368.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2444.0,166.67,368.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
2444.0,166.67,368.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
97.25,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.25,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.25,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
97.25,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
93.66,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.66,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.66,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.66,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
93.72,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.72,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.72,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.72,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
93.79,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.79,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.79,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
93.79,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
95.82,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.82,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.82,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
95.82,56.18,191.95,10.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(40.39㎡)
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
874.37,234.69,173.19,4.2,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,E1宗教設施(儲藏室及廁所)
459.06,156.75,156.75,7.8,新建,鋼骨造,宜蘭縣冬山鄉,C2工廠
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,供管委會使用空間、門廳
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房、梯廳
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房、水箱
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,供管委會使用空間、門廳
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房、梯廳
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房
2701.43,550.23,8270.12,42.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,機房、水箱
1763.23,108.06,203.11,8.78,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1763.23,108.06,203.11,8.78,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1763.23,108.06,203.11,8.78,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,
1763.23,108.06,203.11,8.78,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,
60.22,26.52,106.08,12.4,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
60.22,26.52,106.08,12.4,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
60.22,26.52,106.08,12.4,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
60.22,26.52,106.08,12.4,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
3529.02,130.78,405.34,10.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2農舍
3529.02,130.78,405.34,10.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2農舍
3529.02,130.78,405.34,10.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2農舍
3529.02,130.78,405.34,10.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
180.96,83.01,349.85,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
180.96,83.01,349.85,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
180.96,83.01,349.85,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
180.96,83.01,349.85,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
180.96,83.01,349.85,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
330.6,134.58,415.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2店鋪
330.6,134.58,415.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
330.6,134.58,415.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
330.6,134.58,415.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
330.6,134.58,415.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,機械室
194.32,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,私設騎樓
194.32,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,G3店舖、H2住宅
194.32,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
194.32,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
213.86,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,私設騎樓
213.86,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,G3店舖、H2住宅
213.86,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
213.86,94.63,275.15,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
82.7,49.51,123.78,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,G3店舖
82.7,49.51,123.78,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
82.7,49.51,123.78,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
84.21,50.3,122.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,G3店舖
84.21,50.3,122.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
84.21,50.3,122.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
1580.0,103.18,289.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1580.0,103.18,289.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1580.0,103.18,289.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1580.0,103.18,289.05,10.5,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2樓梯間及電梯間
3683.0,73.66,73.66,3.6,新建,鋼骨造,宜蘭縣南澳鄉,H2農舍
1142.82,252.0,252.0,5.0,新建,鋼筋混凝土(RC)，木構造,宜蘭縣冬山鄉,農業設施
3045.59,1512.0,1615.77,7.65,新建,鋼骨造,宜蘭縣蘇澳鎮,C2辦公室、會客室、員工餐廳、機房
3045.59,1512.0,1615.77,7.65,新建,鋼骨造,宜蘭縣蘇澳鎮,C2員工宿舍
124.25,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
124.25,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
124.25,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
124.25,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
124.25,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
128.44,65.34,252.48,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
128.44,65.34,252.48,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
128.44,65.34,252.48,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
128.44,65.34,252.48,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
128.44,65.34,252.48,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
126.88,65.34,252.31,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
126.88,65.34,252.31,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
126.88,65.34,252.31,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
126.88,65.34,252.31,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
126.88,65.34,252.31,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
152.87,77.81,297.71,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
152.87,77.81,297.71,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
152.87,77.81,297.71,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
152.87,77.81,297.71,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
152.87,77.81,297.71,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
1500.07,104.94,239.16,9.9,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
1500.07,104.94,239.16,9.9,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
1500.07,104.94,239.16,9.9,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2農舍
5683.09,114.62,114.62,4.09,新建,鋼骨造,宜蘭縣五結鄉,農特產品調理設施
5683.09,114.62,114.62,4.09,新建,鋼骨造,宜蘭縣五結鄉,衛生設施B
0,58.02,178.92,10.7,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
0,58.02,178.92,10.7,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
0,58.02,178.92,10.7,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
0,58.02,178.92,10.7,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2住宅
0,172.8,490.13,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
0,172.8,490.13,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
0,172.8,490.13,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
0,172.8,490.13,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
0,172.8,490.13,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,設備空間
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,D4校舍(附屬活動中心)、機房、給水水箱、儲藏室
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,"D4校舍(附屬活動中心,附屬辦公室)"
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,"D4校舍(附屬活動中心,附屬辦公室)、機房"
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,"D4校舍(附屬活動中心,附屬辦公室)"
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,D4校舍(附屬活動中心)
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,D4校舍(附屬活動中心)
151627.0,33593.15,6851.4,22.55,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,樓梯間、水箱室
151627.0,35303.46,1789.38,10.65,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,"D4校舍(附屬游泳池,販賣部,附屬辦公室)、機房、給水水箱"
151627.0,35303.46,1789.38,10.65,新建,鋼筋混凝土(RC)，鋼骨造,宜蘭縣宜蘭市,樓梯間、熱泵設備區
1500.58,321.84,321.84,14.77,新建,鋼骨鋼筋混凝土(SRC),宜蘭縣五結鄉,C2工場(廠)
1155.89,74.42,184.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2農舍
1155.89,74.42,184.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2農舍
1155.89,74.42,184.06,10.5,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,H2農舍
593.0,166.99,520.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
593.0,166.99,520.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
593.0,166.99,520.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
593.0,166.99,520.35,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2樓梯間
127.11,65.88,252.47,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
127.11,65.88,252.47,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
127.11,65.88,252.47,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
127.11,65.88,252.47,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
127.11,65.88,252.47,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
125.59,65.88,250.57,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
125.59,65.88,250.57,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
125.59,65.88,250.57,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
125.59,65.88,250.57,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
125.59,65.88,250.57,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
123.73,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
123.73,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
123.73,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
123.73,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
123.73,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
122.67,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
122.67,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
122.67,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
122.67,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
122.67,61.02,239.45,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
120.43,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
120.43,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
120.43,61.02,239.62,11.1,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2住宅
